2025-10-07 17:28:20,552 | INFO | hackthon_support_agent | Loaded environment variables from /workspaces/hackthon_support_agent/back/.env.local
2025-10-08 15:58:58,911 | WARNING | hackthon_support_agent.BaseService | [AGENT] Agent stopped with STOP at 22 messages, 20360 tokens (retry 2/2)
2025-10-08 15:58:58,913 | WARNING | hackthon_support_agent.BaseService | [AGENT] Cannot retry (retry_count=2, messages=22)
2025-10-08 15:58:58,914 | INFO | hackthon_support_agent.BaseService | [AGENT] ReAct agent execution completed
2025-10-08 15:58:58,915 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Result keys: ['messages']
2025-10-08 15:58:58,915 | INFO | hackthon_support_agent.BaseService | [AGENT] Processing 22 messages
2025-10-08 15:58:58,916 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 0: type=HumanMessage, role=unknown, content_len=2443
2025-10-08 15:58:58,916 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 0 content preview: 
        プロジェクトID 87aa5ee3-fe7f-4dbc-93fc-7d681f0509d0 の機能構造化を実行してください。
        
        【重要な作業方針】
        - 品質を重視し、バリデーションで不適切と判断された場合は再実行する
        - 段階的に機能を抽出し、網羅性を確認しながら進める
        - 既存機能との重複を避ける
...
2025-10-08 15:58:58,917 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 1: type=AIMessage, role=unknown, content_len=117, tool_calls=1 [gather_project_context]
2025-10-08 15:58:58,917 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 1 content preview: 了解しました。プロジェクトID 87aa5ee3-fe7f-4dbc-93fc-7d681f0509d0 の機能構造化を、ご指示いただいた手順と作業方針に従って進めます。

**★初期化フェーズ★**

1.  コンテキスト情報の収集...
2025-10-08 15:58:58,917 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 2: type=ToolMessage, role=unknown, content_len=6667
2025-10-08 15:58:58,918 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 2 content preview: 
コンテキスト情報収集完了:
- プロジェクトID: 87aa5ee3-fe7f-4dbc-93fc-7d681f0509d0
- 機能要件書の長さ: 6398文字
- 要件定義書の長さ: 1768文字
- 関連QA数: 0件
- 技術スタック: フロント=, バック=

【重要】次のステップで extract_function_batch を呼び出す際は、以下のfunction_docを使用して...
2025-10-08 15:58:58,918 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 3: type=AIMessage, role=unknown, content_len=63, tool_calls=1 [get_existing_functions]
2025-10-08 15:58:58,919 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 3 content preview: コンテキスト情報が収集されました。機能要件書が抽出され、長さは6398文字です。

次に、既存のDB保存済み機能を取得します。...
2025-10-08 15:58:58,919 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 4: type=ToolMessage, role=unknown, content_len=123
2025-10-08 15:58:58,919 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 4 content preview: 既存機能取得完了: 0個の機能が保存済み

データ:
{"existing_functions": [], "statistics": {"total_count": 0, "categories": [], "priorities": []}}...
2025-10-08 15:58:58,920 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 5: type=HumanMessage, role=unknown, content_len=196
2025-10-08 15:58:58,921 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 5 content preview: 
[会話履歴サマリー - 7メッセージを圧縮]
- 機能抽出回数: 0回 (合計: 0個)
- DB保存済み機能: 0個
- イテレーション数: 0回
- エラー発生: 1件

主なエラー:

[会話履歴サマリー - 21メッセージを圧縮]
- 機能抽出回数: 1回 (合計: 25個)
- DB保存済み機能: 0個
- イテレーション数: 3回
- エラー発生: 2件

主なエラー:
バリ...
2025-10-08 15:58:58,921 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 6: type=ToolMessage, role=unknown, content_len=4193
2025-10-08 15:58:58,922 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 6 content preview: 既存機能取得完了: 21個の機能が保存済み

データ:
{"existing_functions": [{"function_id": "d3850670-7825-4841-a4fc-966507246a73", "function_name": "タスクの登録", "description": "ユーザーがハッカソンプロジェクトにおけるタスクを登録できる。タスクには、タイトル、詳細説明、担当者...
2025-10-08 15:58:58,922 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 7: type=AIMessage, role=unknown, content_len=0, tool_calls=1 [analyze_coverage]
2025-10-08 15:58:58,923 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 7 content preview: ...
2025-10-08 15:58:58,924 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 8: type=ToolMessage, role=unknown, content_len=1087
2025-10-08 15:58:58,924 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 8 content preview: 網羅性分析完了

分析結果:
{"coverage_percentage": 90, "missing_areas": ["タスクの編集・削除機能（仕様書では必須だが、機能リストでは明示的に独立した項目がない）", "チャット機能（チーム全体）の履歴閲覧（推奨機能だが、機能リストでは「リアルタイムなコミュニケーション」のみ言及）", "チームメンバーの権限編集（推奨機能だが、機能リストでは「追加」...
2025-10-08 15:58:58,925 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 9: type=AIMessage, role=unknown, content_len=0
2025-10-08 15:58:58,925 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 9 content preview: ...
2025-10-08 15:58:58,926 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 10: type=HumanMessage, role=unknown, content_len=358
2025-10-08 15:58:58,927 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 10 content preview: 

                    【緊急リカバリー指示】
                    前回の実行でエラーが発生しました。以下の手順で最終チェックを実行してください：

                    1. get_existing_functions でDB保存済み機能を確認
                    2. analyze_coverage で網羅性を評...
2025-10-08 15:58:58,928 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 11: type=AIMessage, role=unknown, content_len=0, tool_calls=1 [get_existing_functions]
2025-10-08 15:58:58,928 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 11 content preview: ...
2025-10-08 15:58:58,929 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 12: type=ToolMessage, role=unknown, content_len=4193
2025-10-08 15:58:58,930 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 12 content preview: 既存機能取得完了: 21個の機能が保存済み

データ:
{"existing_functions": [{"function_id": "d3850670-7825-4841-a4fc-966507246a73", "function_name": "タスクの登録", "description": "ユーザーがハッカソンプロジェクトにおけるタスクを登録できる。タスクには、タイトル、詳細説明、担当者...
2025-10-08 15:58:58,931 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 13: type=AIMessage, role=unknown, content_len=0, tool_calls=1 [analyze_coverage]
2025-10-08 15:58:58,932 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 13 content preview: ...
2025-10-08 15:58:58,932 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 14: type=ToolMessage, role=unknown, content_len=1121
2025-10-08 15:58:58,933 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 14 content preview: 網羅性分析完了

分析結果:
{"coverage_percentage": 90, "missing_areas": ["タスクの編集・削除機能（仕様書では必須だが、機能リストでは明示的に定義されていない。ただし、権限管理機能でカバーされている可能性あり）", "チャット機能（チーム全体）の過去履歴閲覧（推奨機能だが、機能リストでは「リアルタイムなコミュニケーション」に留まっている）", "チー...
2025-10-08 15:58:58,933 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 15: type=AIMessage, role=unknown, content_len=428
2025-10-08 15:58:58,934 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 15 content preview: 網羅性は90%です。70%を超えているため、追加抽出は行わず、結果を報告して終了します。

現在の機能リストには、以下の機能が不足しています。

*   タスクの編集・削除機能（仕様書では必須だが、機能リストでは明示的に定義されていない。ただし、権限管理機能でカバーされている可能性あり）
*   チャット機能（チーム全体）の過去履歴閲覧（推奨機能だが、機能リストでは「リアルタイムなコミュニケーショ...
2025-10-08 15:58:58,934 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 16: type=HumanMessage, role=unknown, content_len=358
2025-10-08 15:58:58,935 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 16 content preview: 

                    【緊急リカバリー指示】
                    前回の実行でエラーが発生しました。以下の手順で最終チェックを実行してください：

                    1. get_existing_functions でDB保存済み機能を確認
                    2. analyze_coverage で網羅性を評...
2025-10-08 15:58:58,936 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 17: type=AIMessage, role=unknown, content_len=0, tool_calls=1 [get_existing_functions]
2025-10-08 15:58:58,938 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 17 content preview: ...
2025-10-08 15:58:58,943 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 18: type=ToolMessage, role=unknown, content_len=4193
2025-10-08 15:58:58,944 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 18 content preview: 既存機能取得完了: 21個の機能が保存済み

データ:
{"existing_functions": [{"function_id": "d3850670-7825-4841-a4fc-966507246a73", "function_name": "タスクの登録", "description": "ユーザーがハッカソンプロジェクトにおけるタスクを登録できる。タスクには、タイトル、詳細説明、担当者...
2025-10-08 15:58:58,946 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 19: type=AIMessage, role=unknown, content_len=0, tool_calls=1 [analyze_coverage]
2025-10-08 15:58:58,946 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 19 content preview: ...
2025-10-08 15:58:58,947 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 20: type=ToolMessage, role=unknown, content_len=465
2025-10-08 15:58:58,949 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 20 content preview: 網羅性分析完了

分析結果:
{"coverage_percentage": 95, "missing_areas": ["タスクの編集・削除機能（REQ-USER-007）の具体的な実装（確認ダイアログなど）", "タスクの期限リマインダー機能（REQ-SYS-003）の確信度60%の確認", "GitHub連携（REQ-INT-001）の確信度50%の確認", "Slack連携（REQ-INT...
2025-10-08 15:58:58,950 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 21: type=AIMessage, role=unknown, content_len=272
2025-10-08 15:58:58,954 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Message 21 content preview: 網羅性は95%です。70%を超えているため、追加抽出は行わず、結果を報告して終了します。

現在の機能リストでは、以下の点が不足しています。

*   タスクの編集・削除機能（REQ-USER-007）の具体的な実装（確認ダイアログなど）
*   タスクの期限リマインダー機能（REQ-SYS-003）の確信度60%の確認
*   GitHub連携（REQ-INT-001）の確信度50%の確認
* ...
2025-10-08 15:58:58,979 | DEBUG | hackthon_support_agent.BaseService | [AGENT] LAST MESSAGE DUMP: content='網羅性は95%です。70%を超えているため、追加抽出は行わず、結果を報告して終了します。\n\n現在の機能リストでは、以下の点が不足しています。\n\n*   タスクの編集・削除機能（REQ-USER-007）の具体的な実装（確認ダイアログなど）\n*   タスクの期限リマインダー機能（REQ-SYS-003）の確信度60%の確認\n*   GitHub連携（REQ-INT-001）の確信度50%の確認\n*   Slack連携（REQ-INT-002）の確信度50%の確認\n\n重複機能はありません。\n\nこれらの点について、実装前に詳細な確認が必要です。' additional_kwargs={} response_metadata={'prompt_feedback': {'block_reason': 0, 'safety_ratings': []}, 'finish_reason': 'STOP', 'model_name': 'gemini-2.0-flash-exp', 'safety_ratings': []} id='run--a67eb2c7-78c9-4df1-8931-cb2e838c63cd-0' usage_metadata={'input_tokens': 20360, 'output_tokens': 161, 'total_tokens': 20521, 'input_token_details': {'cache_read': 0}}
2025-10-08 15:58:58,983 | DEBUG | hackthon_support_agent.BaseService | [AGENT] LAST MESSAGE __dict__: {'content': '網羅性は95%です。70%を超えているため、追加抽出は行わず、結果を報告して終了します。\n\n現在の機能リストでは、以下の点が不足しています。\n\n*   タスクの編集・削除機能（REQ-USER-007）の具体的な実装（確認ダイアログなど）\n*   タスクの期限リマインダー機能（REQ-SYS-003）の確信度60%の確認\n*   GitHub連携（REQ-INT-001）の確信度50%の確認\n*   Slack連携（REQ-INT-002）の確信度50%の確認\n\n重複機能はありません。\n\nこれらの点について、実装前に詳細な確認が必要です。', 'additional_kwargs': {}, 'response_metadata': {'prompt_feedback': {'block_reason': 0, 'safety_ratings': []}, 'finish_reason': 'STOP', 'model_name': 'gemini-2.0-flash-exp', 'safety_ratings': []}, 'type': 'ai', 'name': None, 'id': 'run--a67eb2c7-78c9-4df1-8931-cb2e838c63cd-0', 'example': False, 'tool_calls': [], 'invalid_tool_calls': [], 'usage_metadata': {'input_tokens': 20360, 'output_tokens': 161, 'total_tokens': 20521, 'input_token_details': {'cache_read': 0}}}
2025-10-08 15:58:58,984 | INFO | hackthon_support_agent.BaseService | [AGENT] Final output length: 272 chars
2025-10-08 15:58:58,986 | DEBUG | hackthon_support_agent.BaseService | [AGENT] Final output: 網羅性は95%です。70%を超えているため、追加抽出は行わず、結果を報告して終了します。

現在の機能リストでは、以下の点が不足しています。

*   タスクの編集・削除機能（REQ-USER-007）の具体的な実装（確認ダイアログなど）
*   タスクの期限リマインダー機能（REQ-SYS-003）の確信度60%の確認
*   GitHub連携（REQ-INT-001）の確信度50%の確認
*   Slack連携（REQ-INT-002）の確信度50%の確認

重複機能はありません。

これらの点について、実装前に詳細な確認が必要です。...
2025-10-08 15:58:58,988 | INFO | hackthon_support_agent.BaseService | [AGENT] Token usage: input=20360, messages=22
2025-10-08 16:01:16,031 | INFO | hackthon_support_agent | Loaded environment variables from /workspaces/hackthon_support_agent/back/.env.local
2025-10-08 16:01:16,270 | DEBUG | hackthon_support_agent.IntegratedTaskService | Initializing BaseService (provider=google)
2025-10-08 16:01:16,273 | INFO | hackthon_support_agent.IntegratedTaskService | Prompts loaded from /workspaces/hackathon_support_agent/back/services/prompts.toml
2025-10-08 16:01:16,273 | DEBUG | hackthon_support_agent.IntegratedTaskService | Loading LLM (provider=google, model=gemini-2.0-flash-exp, temp=0.50)
2025-10-08 16:01:16,342 | INFO | hackthon_support_agent.IntegratedTaskService | LLM loaded (provider=google, model=gemini-2.0-flash-exp, key_present=True)
2025-10-08 16:01:16,342 | DEBUG | hackthon_support_agent.IntegratedTaskService | Loading LLM (provider=google, model=gemini-2.5-flash-lite, temp=0.50)
2025-10-08 16:01:16,347 | INFO | hackthon_support_agent.IntegratedTaskService | LLM loaded (provider=google, model=gemini-2.5-flash-lite, key_present=True)
2025-10-08 16:01:16,347 | DEBUG | hackthon_support_agent.IntegratedTaskService | Loading LLM (provider=google, model=gemini-2.5-flash-lite, temp=0.50)
2025-10-08 16:01:16,351 | INFO | hackthon_support_agent.IntegratedTaskService | LLM loaded (provider=google, model=gemini-2.5-flash-lite, key_present=True)
2025-10-08 16:01:16,351 | DEBUG | hackthon_support_agent.IntegratedTaskService | Loading LLM (provider=google, model=gemini-2.5-flash-lite, temp=0.50)
2025-10-08 16:01:16,356 | INFO | hackthon_support_agent.IntegratedTaskService | LLM loaded (provider=google, model=gemini-2.5-flash-lite, key_present=True)
2025-10-08 16:01:16,356 | DEBUG | hackthon_support_agent.IntegratedTaskService | LLMs initialized
2025-10-08 16:01:16,356 | DEBUG | hackthon_support_agent.TaskGenerationService | Initializing BaseService (provider=google)
2025-10-08 16:01:16,358 | INFO | hackthon_support_agent.TaskGenerationService | Prompts loaded from /workspaces/hackathon_support_agent/back/services/prompts.toml
2025-10-08 16:01:16,358 | DEBUG | hackthon_support_agent.TaskGenerationService | Loading LLM (provider=google, model=gemini-2.0-flash-exp, temp=0.50)
2025-10-08 16:01:16,363 | INFO | hackthon_support_agent.TaskGenerationService | LLM loaded (provider=google, model=gemini-2.0-flash-exp, key_present=True)
2025-10-08 16:01:16,363 | DEBUG | hackthon_support_agent.TaskGenerationService | Loading LLM (provider=google, model=gemini-2.5-flash-lite, temp=0.50)
2025-10-08 16:01:16,368 | INFO | hackthon_support_agent.TaskGenerationService | LLM loaded (provider=google, model=gemini-2.5-flash-lite, key_present=True)
2025-10-08 16:01:16,368 | DEBUG | hackthon_support_agent.TaskGenerationService | Loading LLM (provider=google, model=gemini-2.5-flash-lite, temp=0.50)
2025-10-08 16:01:16,371 | INFO | hackthon_support_agent.TaskGenerationService | LLM loaded (provider=google, model=gemini-2.5-flash-lite, key_present=True)
2025-10-08 16:01:16,372 | DEBUG | hackthon_support_agent.TaskGenerationService | Loading LLM (provider=google, model=gemini-2.5-flash-lite, temp=0.50)
2025-10-08 16:01:16,375 | INFO | hackthon_support_agent.TaskGenerationService | LLM loaded (provider=google, model=gemini-2.5-flash-lite, key_present=True)
2025-10-08 16:01:16,376 | DEBUG | hackthon_support_agent.TaskGenerationService | LLMs initialized
2025-10-08 16:01:16,376 | DEBUG | hackthon_support_agent.TaskQualityEvaluationService | Initializing BaseService (provider=google)
2025-10-08 16:01:16,378 | INFO | hackthon_support_agent.TaskQualityEvaluationService | Prompts loaded from /workspaces/hackathon_support_agent/back/services/prompts.toml
2025-10-08 16:01:16,378 | DEBUG | hackthon_support_agent.TaskQualityEvaluationService | Loading LLM (provider=google, model=gemini-2.0-flash-exp, temp=0.50)
2025-10-08 16:01:16,381 | INFO | hackthon_support_agent.TaskQualityEvaluationService | LLM loaded (provider=google, model=gemini-2.0-flash-exp, key_present=True)
2025-10-08 16:01:16,382 | DEBUG | hackthon_support_agent.TaskQualityEvaluationService | Loading LLM (provider=google, model=gemini-2.5-flash-lite, temp=0.50)
2025-10-08 16:01:16,386 | INFO | hackthon_support_agent.TaskQualityEvaluationService | LLM loaded (provider=google, model=gemini-2.5-flash-lite, key_present=True)
2025-10-08 16:01:16,386 | DEBUG | hackthon_support_agent.TaskQualityEvaluationService | Loading LLM (provider=google, model=gemini-2.5-flash-lite, temp=0.50)
2025-10-08 16:01:16,389 | INFO | hackthon_support_agent.TaskQualityEvaluationService | LLM loaded (provider=google, model=gemini-2.5-flash-lite, key_present=True)
2025-10-08 16:01:16,389 | DEBUG | hackthon_support_agent.TaskQualityEvaluationService | Loading LLM (provider=google, model=gemini-2.5-flash-lite, temp=0.50)
2025-10-08 16:01:16,392 | INFO | hackthon_support_agent.TaskQualityEvaluationService | LLM loaded (provider=google, model=gemini-2.5-flash-lite, key_present=True)
2025-10-08 16:01:16,392 | DEBUG | hackthon_support_agent.TaskQualityEvaluationService | LLMs initialized
2025-10-08 16:01:16,392 | DEBUG | hackthon_support_agent.LayerConsistencyEvaluator | Initializing BaseService (provider=google)
2025-10-08 16:01:16,394 | INFO | hackthon_support_agent.LayerConsistencyEvaluator | Prompts loaded from /workspaces/hackathon_support_agent/back/services/prompts.toml
2025-10-08 16:01:16,394 | DEBUG | hackthon_support_agent.LayerConsistencyEvaluator | Loading LLM (provider=google, model=gemini-2.0-flash-exp, temp=0.50)
2025-10-08 16:01:16,398 | INFO | hackthon_support_agent.LayerConsistencyEvaluator | LLM loaded (provider=google, model=gemini-2.0-flash-exp, key_present=True)
2025-10-08 16:01:16,398 | DEBUG | hackthon_support_agent.LayerConsistencyEvaluator | Loading LLM (provider=google, model=gemini-2.5-flash-lite, temp=0.50)
2025-10-08 16:01:16,400 | INFO | hackthon_support_agent.LayerConsistencyEvaluator | LLM loaded (provider=google, model=gemini-2.5-flash-lite, key_present=True)
2025-10-08 16:01:16,401 | DEBUG | hackthon_support_agent.LayerConsistencyEvaluator | Loading LLM (provider=google, model=gemini-2.5-flash-lite, temp=0.50)
2025-10-08 16:01:16,402 | INFO | hackthon_support_agent.LayerConsistencyEvaluator | LLM loaded (provider=google, model=gemini-2.5-flash-lite, key_present=True)
2025-10-08 16:01:16,402 | DEBUG | hackthon_support_agent.LayerConsistencyEvaluator | Loading LLM (provider=google, model=gemini-2.5-flash-lite, temp=0.50)
2025-10-08 16:01:16,405 | INFO | hackthon_support_agent.LayerConsistencyEvaluator | LLM loaded (provider=google, model=gemini-2.5-flash-lite, key_present=True)
2025-10-08 16:01:16,405 | DEBUG | hackthon_support_agent.LayerConsistencyEvaluator | LLMs initialized
2025-10-08 16:01:16,405 | DEBUG | hackthon_support_agent.DomainCompletenessEvaluator | Initializing BaseService (provider=google)
2025-10-08 16:01:16,408 | INFO | hackthon_support_agent.DomainCompletenessEvaluator | Prompts loaded from /workspaces/hackathon_support_agent/back/services/prompts.toml
2025-10-08 16:01:16,408 | DEBUG | hackthon_support_agent.DomainCompletenessEvaluator | Loading LLM (provider=google, model=gemini-2.0-flash-exp, temp=0.50)
2025-10-08 16:01:16,410 | INFO | hackthon_support_agent.DomainCompletenessEvaluator | LLM loaded (provider=google, model=gemini-2.0-flash-exp, key_present=True)
2025-10-08 16:01:16,410 | DEBUG | hackthon_support_agent.DomainCompletenessEvaluator | Loading LLM (provider=google, model=gemini-2.5-flash-lite, temp=0.50)
2025-10-08 16:01:16,413 | INFO | hackthon_support_agent.DomainCompletenessEvaluator | LLM loaded (provider=google, model=gemini-2.5-flash-lite, key_present=True)
2025-10-08 16:01:16,413 | DEBUG | hackthon_support_agent.DomainCompletenessEvaluator | Loading LLM (provider=google, model=gemini-2.5-flash-lite, temp=0.50)
2025-10-08 16:01:16,416 | INFO | hackthon_support_agent.DomainCompletenessEvaluator | LLM loaded (provider=google, model=gemini-2.5-flash-lite, key_present=True)
2025-10-08 16:01:16,417 | DEBUG | hackthon_support_agent.DomainCompletenessEvaluator | Loading LLM (provider=google, model=gemini-2.5-flash-lite, temp=0.50)
2025-10-08 16:01:16,419 | INFO | hackthon_support_agent.DomainCompletenessEvaluator | LLM loaded (provider=google, model=gemini-2.5-flash-lite, key_present=True)
2025-10-08 16:01:16,420 | DEBUG | hackthon_support_agent.DomainCompletenessEvaluator | LLMs initialized
2025-10-08 16:01:16,420 | DEBUG | hackthon_support_agent.TaskDependencyService | Initializing BaseService (provider=google)
2025-10-08 16:01:16,421 | INFO | hackthon_support_agent.TaskDependencyService | Prompts loaded from /workspaces/hackathon_support_agent/back/services/prompts.toml
2025-10-08 16:01:16,421 | DEBUG | hackthon_support_agent.TaskDependencyService | Loading LLM (provider=google, model=gemini-2.0-flash-exp, temp=0.50)
2025-10-08 16:01:16,424 | INFO | hackthon_support_agent.TaskDependencyService | LLM loaded (provider=google, model=gemini-2.0-flash-exp, key_present=True)
2025-10-08 16:01:16,424 | DEBUG | hackthon_support_agent.TaskDependencyService | Loading LLM (provider=google, model=gemini-2.5-flash-lite, temp=0.50)
2025-10-08 16:01:16,427 | INFO | hackthon_support_agent.TaskDependencyService | LLM loaded (provider=google, model=gemini-2.5-flash-lite, key_present=True)
2025-10-08 16:01:16,427 | DEBUG | hackthon_support_agent.TaskDependencyService | Loading LLM (provider=google, model=gemini-2.5-flash-lite, temp=0.50)
2025-10-08 16:01:16,431 | INFO | hackthon_support_agent.TaskDependencyService | LLM loaded (provider=google, model=gemini-2.5-flash-lite, key_present=True)
2025-10-08 16:01:16,431 | DEBUG | hackthon_support_agent.TaskDependencyService | Loading LLM (provider=google, model=gemini-2.5-flash-lite, temp=0.50)
2025-10-08 16:01:16,433 | INFO | hackthon_support_agent.TaskDependencyService | LLM loaded (provider=google, model=gemini-2.5-flash-lite, key_present=True)
2025-10-08 16:01:16,433 | DEBUG | hackthon_support_agent.TaskDependencyService | LLMs initialized
2025-10-08 16:01:16,434 | DEBUG | hackthon_support_agent.TaskPositionService | Initializing BaseService (provider=google)
2025-10-08 16:01:16,435 | INFO | hackthon_support_agent.TaskPositionService | Prompts loaded from /workspaces/hackathon_support_agent/back/services/prompts.toml
2025-10-08 16:01:16,435 | DEBUG | hackthon_support_agent.TaskPositionService | Loading LLM (provider=google, model=gemini-2.0-flash-exp, temp=0.50)
2025-10-08 16:01:16,438 | INFO | hackthon_support_agent.TaskPositionService | LLM loaded (provider=google, model=gemini-2.0-flash-exp, key_present=True)
2025-10-08 16:01:16,438 | DEBUG | hackthon_support_agent.TaskPositionService | Loading LLM (provider=google, model=gemini-2.5-flash-lite, temp=0.50)
2025-10-08 16:01:16,441 | INFO | hackthon_support_agent.TaskPositionService | LLM loaded (provider=google, model=gemini-2.5-flash-lite, key_present=True)
2025-10-08 16:01:16,441 | DEBUG | hackthon_support_agent.TaskPositionService | Loading LLM (provider=google, model=gemini-2.5-flash-lite, temp=0.50)
2025-10-08 16:01:16,443 | INFO | hackthon_support_agent.TaskPositionService | LLM loaded (provider=google, model=gemini-2.5-flash-lite, key_present=True)
2025-10-08 16:01:16,443 | DEBUG | hackthon_support_agent.TaskPositionService | Loading LLM (provider=google, model=gemini-2.5-flash-lite, temp=0.50)
2025-10-08 16:01:16,446 | INFO | hackthon_support_agent.TaskPositionService | LLM loaded (provider=google, model=gemini-2.5-flash-lite, key_present=True)
2025-10-08 16:01:16,446 | DEBUG | hackthon_support_agent.TaskPositionService | LLMs initialized
2025-10-08 16:02:30,838 | INFO | hackthon_support_agent | Loaded environment variables from /workspaces/hackthon_support_agent/back/.env.local
2025-10-08 16:02:37,751 | INFO | hackthon_support_agent | Loaded environment variables from /workspaces/hackthon_support_agent/back/.env.local
2025-10-08 16:04:39,152 | INFO | hackthon_support_agent | Loaded environment variables from /workspaces/hackthon_support_agent/back/.env.local
2025-10-08 16:04:48,958 | INFO | hackthon_support_agent | Loaded environment variables from /workspaces/hackthon_support_agent/back/.env.local
2025-10-08 16:04:55,959 | INFO | hackthon_support_agent | Loaded environment variables from /workspaces/hackthon_support_agent/back/.env.local
2025-10-08 16:05:02,502 | DEBUG | hackthon_support_agent.IntegratedTaskService | Initializing BaseService (provider=google)
2025-10-08 16:05:02,511 | INFO | hackthon_support_agent.IntegratedTaskService | Prompts loaded from /workspaces/hackathon_support_agent/back/services/prompts.toml
2025-10-08 16:05:02,511 | DEBUG | hackthon_support_agent.IntegratedTaskService | Loading LLM (provider=google, model=gemini-2.0-flash-exp, temp=0.50)
2025-10-08 16:05:02,797 | INFO | hackthon_support_agent.IntegratedTaskService | LLM loaded (provider=google, model=gemini-2.0-flash-exp, key_present=True)
2025-10-08 16:05:02,798 | DEBUG | hackthon_support_agent.IntegratedTaskService | Loading LLM (provider=google, model=gemini-2.5-flash-lite, temp=0.50)
2025-10-08 16:05:02,806 | INFO | hackthon_support_agent.IntegratedTaskService | LLM loaded (provider=google, model=gemini-2.5-flash-lite, key_present=True)
2025-10-08 16:05:02,806 | DEBUG | hackthon_support_agent.IntegratedTaskService | Loading LLM (provider=google, model=gemini-2.5-flash-lite, temp=0.50)
2025-10-08 16:05:02,812 | INFO | hackthon_support_agent.IntegratedTaskService | LLM loaded (provider=google, model=gemini-2.5-flash-lite, key_present=True)
2025-10-08 16:05:02,812 | DEBUG | hackthon_support_agent.IntegratedTaskService | Loading LLM (provider=google, model=gemini-2.5-flash-lite, temp=0.50)
2025-10-08 16:05:02,817 | INFO | hackthon_support_agent.IntegratedTaskService | LLM loaded (provider=google, model=gemini-2.5-flash-lite, key_present=True)
2025-10-08 16:05:02,817 | DEBUG | hackthon_support_agent.IntegratedTaskService | LLMs initialized
2025-10-08 16:05:02,817 | DEBUG | hackthon_support_agent.TaskGenerationService | Initializing BaseService (provider=google)
2025-10-08 16:05:02,820 | INFO | hackthon_support_agent.TaskGenerationService | Prompts loaded from /workspaces/hackathon_support_agent/back/services/prompts.toml
2025-10-08 16:05:02,820 | DEBUG | hackthon_support_agent.TaskGenerationService | Loading LLM (provider=google, model=gemini-2.0-flash-exp, temp=0.50)
2025-10-08 16:05:02,844 | INFO | hackthon_support_agent.TaskGenerationService | LLM loaded (provider=google, model=gemini-2.0-flash-exp, key_present=True)
2025-10-08 16:05:02,845 | DEBUG | hackthon_support_agent.TaskGenerationService | Loading LLM (provider=google, model=gemini-2.5-flash-lite, temp=0.50)
2025-10-08 16:05:02,853 | INFO | hackthon_support_agent.TaskGenerationService | LLM loaded (provider=google, model=gemini-2.5-flash-lite, key_present=True)
